p,T,Tpot,Tdew,rh,VPmax,VPact,VPdef,sh,H2OC,rho,wv,max. wv,wd,rain,raining,SWDR,PAR,max. PAR,Tlog,hour,month,day,rain_total,T_mean,T_min,T_max,rh_mean,SWDR_sum,SWDR_mean,PAR_mean,rain_day,T_delta_dew,p_delta,hour_sin,hour_cos,month_sin,month_cos,wd_rad
1006.9588111888111,-0.5141958041958042,272.1060839160839,-2.569230769230769,86.4293006993007,5.961748251748252,5.066923076923077,0.8945454545454545,3.1361538461538463,5.031888111888112,1284.242237762238,0.7832867132867133,1.4565734265734265,173.15384615384616,0.0,0.0,57.69867132867133,95.88097902097901,99.19517482517482,11.88972027972028,11.58041958041958,1.0,1.0,0.0,-0.5141958041958042,-3.46,4.58,86.4293006993007,8250.91,57.69867132867133,95.88097902097901,0.0,2.055034965034965,-0.15891304347826052,-1.6303974487502298e-17,-0.006993006993007052,0.5,0.8660254037844387,3.0221047278763353
1001.0509722222222,-1.0563194444444446,272.0241666666667,-4.2150694444444445,80.20604166666666,5.853055555555556,4.513333333333333,1.339722222222222,2.8099305555555554,4.509652777777777,1279.6850694444445,1.1734027777777778,2.133541666666667,165.25055555555554,0.0,0.0,66.46138888888889,96.849375,100.27604166666667,11.303611111111111,11.5,1.0,2.0,0.0,-1.0563194444444446,-5.78,6.47,80.20604166666666,9570.44,66.46138888888889,96.849375,0.0,3.15875,-0.19875000000000081,-1.61907524424502e-17,-5.859510407743882e-17,0.5,0.8660254037844387,2.8841662851942518
993.8029166666666,4.835277777777778,278.49104166666666,2.0068055555555557,81.975,8.721319444444443,7.114236111111111,1.6075694444444446,4.465694444444445,7.160069444444444,1242.0856944444445,3.9271527777777777,6.106319444444444,192.66729166666667,0.0020833333333333337,14.375,11.569375,25.155555555555555,29.956111111111113,14.310138888888888,11.5,1.0,3.0,0.30000000000000004,4.835277777777778,0.69,8.17,81.975,1665.99,11.569375,25.155555555555555,1.0,2.8284722222222225,-0.1452777777777767,-1.61907524424502e-17,-5.859510407743882e-17,0.5,0.8660254037844387,3.3626786004835667
998.2442361111111,3.7849305555555555,277.08458333333334,0.7857638888888889,80.89986111111111,8.038263888888888,6.485694444444444,1.5533333333333335,4.050694444444444,6.497083333333333,1252.611111111111,2.2616666666666667,4.695347222222222,248.49166666666667,0.03333333333333333,41.80555555555556,8.040208333333332,18.851875,21.601319444444446,13.970833333333333,11.5,1.0,4.0,4.8,3.7849305555555555,1.47,6.61,80.89986111111111,1157.79,8.040208333333332,18.851875,1.0,2.9991666666666665,0.3049999999999997,-1.61907524424502e-17,-5.859510407743882e-17,0.5,0.8660254037844387,4.336997747101576
1007.1053472222223,2.735,275.3364583333333,-1.0186111111111111,76.4226388888889,7.446458333333333,5.682291666666667,1.764861111111111,3.5163194444444446,5.6414583333333335,1268.9251388888888,1.7915277777777778,2.8124305555555558,220.30555555555554,0.0,0.0,31.750208333333333,65.25069444444445,77.06819444444444,13.938263888888889,11.5,1.0,5.0,0.0,2.735,1.47,4.43,76.4226388888889,4572.03,31.750208333333333,65.25069444444445,0.0,3.753611111111111,0.11277777777777784,-1.61907524424502e-17,-5.859510407743882e-17,0.5,0.8660254037844387,3.84505730487973
1001.2615277777778,2.6440972222222223,275.70444444444445,0.04062500000000001,83.13402777777777,7.441597222222222,6.147569444444445,1.2940972222222222,3.8272916666666665,6.138333333333333,1261.7672222222222,1.562013888888889,2.4033333333333333,183.50694444444446,0.0,0.0,19.111805555555556,39.47368055555555,44.308819444444445,14.683472222222223,11.5,1.0,6.0,0.0,2.6440972222222223,-1.38,5.23,83.13402777777777,2752.1,19.111805555555556,39.47368055555555,0.0,2.603472222222222,-0.37944444444444436,-1.61907524424502e-17,-5.859510407743882e-17,0.5,0.8660254037844387,3.2028003808298724
999.4086111111111,2.4404861111111114,275.6457638888889,0.21708333333333332,85.27152777777778,7.345416666666667,6.248055555555556,1.0969444444444445,3.897083333333333,6.2501388888888885,1260.3172222222222,1.5027777777777778,2.4590972222222223,196.0102777777778,0.0020833333333333337,11.25,20.25465277777778,42.650625,50.38048611111111,13.584930555555555,11.5,1.0,7.0,0.30000000000000004,2.4404861111111114,-0.8,5.72,85.27152777777778,2916.67,20.25465277777778,42.650625,1.0,2.223402777777778,0.19604166666666678,-1.61907524424502e-17,-5.859510407743882e-17,0.5,0.8660254037844387,3.4210247149708963
998.8414583333334,4.834027777777778,278.0864583333333,2.465069444444444,84.84319444444445,8.655555555555557,7.3379166666666675,1.3177777777777777,4.582361111111111,7.346875000000001,1248.2247222222222,2.332986111111111,3.809791666666667,173.73965277777776,0.022222222222222223,109.93055555555556,9.786388888888888,21.621597222222224,24.163333333333334,15.59388888888889,11.5,1.0,8.0,3.2,4.834027777777778,1.05,6.48,84.84319444444445,1409.24,9.786388888888888,21.621597222222224,1.0,2.3689583333333335,-0.08777777777777847,-1.61907524424502e-17,-5.859510407743882e-17,0.5,0.8660254037844387,3.0323289822439343
991.928263888889,7.566527777777777,281.38111111111107,6.332777777777777,92.0298611111111,10.515277777777778,9.615347222222221,0.9004166666666666,6.054305555555556,9.697152777777779,1226.5006944444444,2.801041666666667,4.111875,191.76736111111111,0.036111111111111115,273.05555555555554,8.900625,19.993819444444444,22.011666666666667,17.742083333333333,11.5,1.0,9.0,5.2,7.566527777777777,5.01,10.28,92.0298611111111,1281.69,8.900625,19.993819444444444,1.0,1.23375,-0.4097222222222222,-1.61907524424502e-17,-5.859510407743882e-17,0.5,0.8660254037844387,3.3469718492498206
990.9114583333334,8.328194444444444,282.2265277777778,5.018194444444444,79.72152777777778,11.036458333333334,8.784027777777778,2.252361111111111,5.535694444444444,8.868749999999999,1222.2793055555555,3.433125,5.523680555555555,219.97777777777776,0.006944444444444444,46.041666666666664,15.420277777777777,33.28486111111111,42.07388888888889,17.92451388888889,11.5,1.0,10.0,1.0,8.328194444444444,4.09,10.39,79.72152777777778,2220.52,15.420277777777777,33.28486111111111,1.0,3.31,0.45791666666666786,-1.61907524424502e-17,-5.859510407743882e-17,0.5,0.8660254037844387,3.839336503442637
