date,p,T,Tpot,Tdew,rh,VPmax,VPact,VPdef,sh,H2OC,rho,wv,max. wv,wd,rain,raining,SWDR,PAR,max. PAR,Tlog,hour,month,day,rain_total,T_mean,T_min,T_max,rh_mean,SWDR_sum,SWDR_mean,PAR_mean,rain_day,T_delta_dew,p_delta,hour_sin,hour_cos,month_sin,month_cos,wd_rad,rain_hourly
2020-01-01 00:00:00,1008.7119999999999,0.5780000000000001,273.058,-1.478,86.02000000000001,6.37,5.478,0.89,3.386,5.432,1281.058,0.732,1.3599999999999999,208.84,0.0,0.0,0.0,0.0,0.0,11.614,0.0,1.0,1.0,0.0,-0.5141958041958042,-3.46,4.58,86.4293006993007,8250.91,57.69867132867133,95.88097902097901,0.0,2.056,,0.0,1.0,0.4999999999999999,0.8660254037844387,3.6449456098649575,0.0
2020-01-01 01:00:00,1008.3566666666667,0.14166666666666666,272.65000000000003,-1.6616666666666668,87.60000000000001,6.170000000000001,5.405,0.765,3.3383333333333334,5.363333333333333,1282.6933333333334,0.7816666666666667,1.3533333333333335,177.79999999999998,0.0,0.0,0.0,0.0,0.0,12.063333333333333,1.0,1.0,1.0,0.0,-0.5141958041958042,-3.4599999999999995,4.58,86.4293006993007,8250.91,57.69867132867133,95.88097902097901,0.0,1.8033333333333335,-0.3100000000000023,0.25881904510252074,0.9659258262890683,0.49999999999999994,0.8660254037844387,3.103195410045918,0.0
2020-01-01 02:00:00,1008.3333333333334,-0.15333333333333335,272.36,-1.8,88.58333333333333,6.038333333333333,5.3500000000000005,0.6916666666666668,3.3066666666666666,5.305,1284.0683333333334,0.51,1.23,169.36333333333334,0.0,0.0,0.0,0.0,0.0,12.008333333333333,2.0,1.0,1.0,0.0,-0.5141958041958042,-3.4599999999999995,4.58,86.4293006993007,8250.91,57.69867132867133,95.88097902097901,0.0,1.6466666666666667,-0.0033333333333303017,0.49999999999999994,0.8660254037844387,0.49999999999999994,0.8660254037844387,2.9559477988193295,0.0
2020-01-01 03:00:00,1008.1666666666666,-0.615,271.91333333333336,-2.0749999999999997,89.78333333333335,5.841666666666666,5.243333333333333,0.5983333333333333,3.2416666666666667,5.201666666666667,1286.0783333333334,0.9083333333333333,1.5066666666666666,185.70166666666668,0.0,0.0,0.0,0.0,0.0,11.558333333333332,3.0,1.0,1.0,0.0,-0.5141958041958042,-3.4599999999999995,4.58,86.4293006993007,8250.91,57.69867132867133,95.88097902097901,0.0,1.46,-0.18999999999999773,0.7071067811865475,0.7071067811865476,0.49999999999999994,0.8660254037844387,3.241105509774336,0.0
2020-01-01 04:00:00,1007.8983333333334,-1.4166666666666667,271.13166666666666,-2.6133333333333333,91.5,5.503333333333333,5.036666666666666,0.47,3.115,4.996666666666667,1289.6383333333333,1.0083333333333333,1.8966666666666667,166.43333333333334,0.0,0.0,0.0,0.0,0.0,10.868333333333334,4.0,1.0,1.0,0.0,-0.5141958041958042,-3.4599999999999995,4.58,86.4293006993007,8250.91,57.69867132867133,95.88097902097901,0.0,1.1966666666666665,-0.19166666666666288,0.8660254037844387,0.5000000000000001,0.49999999999999994,0.8660254037844387,2.9048096517358957,0.0
2020-01-01 05:00:00,1007.8016666666666,-2.203333333333333,270.3566666666667,-3.1149999999999998,93.41666666666667,5.195,4.851666666666667,0.34,3.001666666666667,4.815,1293.3366666666668,0.965,1.6933333333333334,178.48333333333335,0.0,0.0,0.0,0.0,0.0,10.058333333333334,5.0,1.0,1.0,0.0,-0.5141958041958042,-3.4599999999999995,4.58,86.4293006993007,8250.91,57.69867132867133,95.88097902097901,0.0,0.9116666666666666,-0.03500000000000606,0.9659258262890683,0.25881904510252074,0.49999999999999994,0.8660254037844387,3.1151218266012126,0.0
2020-01-01 06:00:00,1008.0666666666666,-2.6666666666666665,269.87166666666667,-3.41,94.58333333333333,5.0183333333333335,4.743333333333333,0.27,2.9316666666666666,4.708333333333333,1295.9466666666667,0.7833333333333333,1.5266666666666666,180.88333333333333,0.0,0.0,0.0,0.0,0.0,9.445,6.0,1.0,1.0,0.0,-0.5141958041958042,-3.4599999999999995,4.58,86.4293006993007,8250.91,57.69867132867133,95.88097902097901,0.0,0.7433333333333333,0.23500000000001364,1.0,6.123233995736766e-17,0.49999999999999994,0.8660254037844387,3.157009728649076,0.0
2020-01-01 07:00:00,1008.1750000000001,-2.5500000000000003,269.9816666666667,-3.3349999999999995,94.28333333333335,5.06,4.771666666666667,0.28833333333333333,2.9516666666666667,4.733333333333333,1295.51,0.8783333333333333,1.6533333333333333,181.25,0.0,0.0,0.0,0.0,0.0,9.046666666666667,7.0,1.0,1.0,0.0,-0.5141958041958042,-3.4599999999999995,4.58,86.4293006993007,8250.91,57.69867132867133,95.88097902097901,0.0,0.785,0.048333333333308325,0.9659258262890683,-0.25881904510252063,0.49999999999999994,0.8660254037844387,3.163409269239722,0.0
2020-01-01 08:00:00,1008.0866666666667,-2.935,269.60166666666663,-3.723333333333333,94.26666666666667,4.916666666666667,4.635000000000001,0.28,2.865,4.596666666666667,1297.3183333333334,0.7949999999999999,1.36,175.21666666666667,0.0,0.0,9.725,20.881666666666664,26.285,8.876666666666667,8.0,1.0,1.0,0.0,-0.5141958041958042,-3.4599999999999995,4.58,86.4293006993007,8250.91,57.69867132867133,95.88097902097901,0.0,0.7883333333333334,-0.08666666666664469,0.8660254037844387,-0.49999999999999983,0.49999999999999994,0.8660254037844387,3.058107737702731,0.0
2020-01-01 09:00:00,1008.2399999999999,-2.9299999999999997,269.5983333333333,-3.8733333333333335,93.16666666666667,4.918333333333333,4.583333333333333,0.33666666666666667,2.8350000000000004,4.546666666666667,1297.51,0.8333333333333334,1.51,132.54,0.0,0.0,112.98,158.46166666666667,174.16333333333333,8.941666666666668,9.0,1.0,1.0,0.0,-0.5141958041958042,-3.4599999999999995,4.58,86.4293006993007,8250.91,57.69867132867133,95.88097902097901,0.0,0.9433333333333334,0.16833333333331288,0.7071067811865476,-0.7071067811865475,0.49999999999999994,0.8660254037844387,2.3132593905932843,0.0
2020-01-01 10:00:00,1008.4383333333334,-1.3833333333333335,271.125,-3.231666666666667,87.16666666666667,5.52,4.81,0.71,2.9716666666666662,4.7700000000000005,1290.2766666666666,0.5866666666666667,1.2633333333333334,166.93333333333334,0.0,0.0,249.09333333333333,334.62,345.625,10.055,10.0,1.0,1.0,0.0,-0.5141958041958042,-3.4599999999999995,4.58,86.4293006993007,8250.91,57.69867132867133,95.88097902097901,0.0,1.8483333333333334,0.1350000000000288,0.49999999999999994,-0.8660254037844387,0.49999999999999994,0.8660254037844387,2.913536297995867,0.0
2020-01-01 11:00:00,1008.0216666666666,-0.585,271.955,-2.735,85.3,5.853333333333333,4.99,0.8616666666666667,3.0866666666666664,4.95,1285.875,1.1966666666666665,2.2816666666666667,149.71666666666667,0.0,0.0,299.83166666666665,434.685,440.70166666666665,11.906666666666666,11.0,1.0,1.0,0.0,-0.5141958041958042,-3.4599999999999995,4.58,86.4293006993007,8250.91,57.69867132867133,95.88097902097901,0.0,2.15,-0.39833333333333104,0.258819045102521,-0.9659258262890682,0.49999999999999994,0.8660254037844387,2.613048778444177,0.0
2020-01-01 12:00:00,1007.4366666666666,1.5233333333333334,274.09999999999997,-1.7216666666666667,78.95,6.828333333333333,5.383333333333333,1.4433333333333334,3.33,5.343333333333334,1275.085,0.8933333333333332,1.8566666666666667,167.45000000000002,0.0,0.0,272.435,469.305,472.55333333333334,13.403333333333334,12.0,1.0,1.0,0.0,-0.5141958041958042,-3.4599999999999995,4.58,86.4293006993007,8250.91,57.69867132867133,95.88097902097901,0.0,3.2449999999999997,-0.4650000000000129,1.2246467991473532e-16,-1.0,0.49999999999999994,0.8660254037844387,2.922553832464505,0.0
2020-01-01 13:00:00,1006.8216666666667,3.42,276.04333333333335,-1.08,72.26666666666667,7.815,5.6433333333333335,2.1733333333333333,3.4933333333333336,5.603333333333333,1265.4333333333334,0.9249999999999999,1.71,189.4333333333333,0.0,0.0,214.18500000000003,425.57666666666665,431.6933333333333,15.199999999999998,13.0,1.0,1.0,0.0,-0.5141958041958042,-3.4599999999999995,4.58,86.4293006993007,8250.91,57.69867132867133,95.88097902097901,0.0,4.5,-0.5183333333333167,-0.2588190451025208,-0.9659258262890683,0.49999999999999994,0.8660254037844387,3.306235379694592,0.0
2020-01-01 14:00:00,1006.2049999999999,3.811666666666667,276.48,-1.0016666666666667,70.68666666666667,8.031666666666666,5.676666666666667,2.3583333333333334,3.516666666666667,5.638333333333333,1262.8533333333335,0.9233333333333333,1.8166666666666667,195.20000000000002,0.0,0.0,155.76666666666668,304.24666666666667,317.8566666666666,17.223333333333333,14.0,1.0,1.0,0.0,-0.5141958041958042,-3.4599999999999995,4.58,86.4293006993007,8250.91,57.69867132867133,95.88097902097901,0.0,4.8133333333333335,-0.5116666666666939,-0.4999999999999998,-0.8660254037844388,0.49999999999999994,0.8660254037844387,3.406882699892931,0.0
2020-01-01 15:00:00,1005.9899999999999,4.355,277.0466666666667,-0.7933333333333333,69.06166666666667,8.345,5.761666666666667,2.5833333333333335,3.5700000000000003,5.728333333333333,1260.0583333333334,0.5866666666666667,1.0266666666666666,210.16666666666666,0.0,0.0,58.653333333333336,123.90500000000002,137.965,18.396666666666665,15.0,1.0,1.0,0.0,-0.5141958041958042,-3.4599999999999995,4.58,86.4293006993007,8250.91,57.69867132867133,95.88097902097901,0.0,5.148333333333333,-0.14833333333333107,-0.7071067811865471,-0.7071067811865479,0.49999999999999994,0.8660254037844387,3.668100311274749,0.0
2020-01-01 16:00:00,1005.7783333333333,3.0366666666666666,275.7416666666667,-1.2916666666666667,73.11666666666667,7.601666666666667,5.555,2.045,3.4433333333333334,5.523333333333333,1265.925,0.8083333333333335,1.2533333333333334,196.25833333333333,0.0,0.0,2.4816666666666665,13.481666666666667,17.308333333333334,17.718333333333334,16.0,1.0,1.0,0.0,-0.5141958041958042,-3.4599999999999995,4.58,86.4293006993007,8250.91,57.69867132867133,95.88097902097901,0.0,4.328333333333333,-0.18166666666665301,-0.8660254037844384,-0.5000000000000004,0.49999999999999994,0.8660254037844387,3.4253541011432045,0.0
2020-01-01 17:00:00,1005.9733333333334,1.3083333333333333,274.00333333333333,-1.825,79.55,6.72,5.34,1.3766666666666667,3.3083333333333336,5.308333333333333,1274.24,1.045,1.6533333333333333,171.1483333333333,0.0,0.0,0.0,0.0,0.0,15.336666666666666,17.0,1.0,1.0,0.0,-0.5141958041958042,-3.4599999999999995,4.58,86.4293006993007,8250.91,57.69867132867133,95.88097902097901,0.0,3.1333333333333333,0.17333333333332726,-0.9659258262890683,-0.25881904510252063,0.49999999999999994,0.8660254037844387,2.987101925967428,0.0
2020-01-01 18:00:00,1005.7800000000001,0.02,272.73,-2.3433333333333333,84.05,6.12,5.141666666666667,0.9783333333333334,3.186666666666667,5.111666666666667,1280.1016666666667,0.6683333333333333,1.1500000000000001,182.9333333333333,0.0,0.0,0.0,0.0,0.0,13.176666666666668,18.0,1.0,1.0,0.0,-0.5141958041958042,-3.4599999999999995,4.58,86.4293006993007,8250.91,57.69867132867133,95.88097902097901,0.0,2.3633333333333333,-0.1749999999999924,-1.0,-1.83697019872103e-16,0.49999999999999994,0.8660254037844387,3.1927889783149603,0.0
2020-01-01 19:00:00,1005.625,-1.3533333333333335,271.37333333333333,-2.9316666666666666,88.91666666666667,5.533333333333334,4.92,0.6133333333333334,3.0483333333333333,4.891666666666667,1286.4616666666668,0.4083333333333334,0.8233333333333333,149.09833333333333,0.0,0.0,0.0,0.0,0.0,11.596666666666666,19.0,1.0,1.0,0.0,-0.5141958041958042,-3.4599999999999995,4.58,86.4293006993007,8250.91,57.69867132867133,95.88097902097901,0.0,1.5783333333333334,-0.1266666666666462,-0.9659258262890683,0.2588190451025203,0.49999999999999994,0.8660254037844387,2.602256825902679,0.0
2020-01-01 20:00:00,1005.3833333333333,-2.08,270.6666666666667,-3.34,91.01666666666667,5.241666666666666,4.773333333333333,0.4716666666666667,2.9583333333333335,4.745,1289.675,0.7216666666666667,1.3166666666666667,155.76666666666665,0.0,0.0,0.0,0.0,0.0,10.36,20.0,1.0,1.0,0.0,-0.5141958041958042,-3.4599999999999995,4.58,86.4293006993007,8250.91,57.69867132867133,95.88097902097901,0.0,1.26,-0.21666666666667803,-0.8660254037844387,0.5000000000000001,0.49999999999999994,0.8660254037844387,2.7186411981898337,0.0
2020-01-01 21:00:00,1005.035,-2.975,269.795,-3.8183333333333334,93.86666666666667,4.901666666666666,4.6000000000000005,0.3016666666666667,2.8516666666666666,4.578333333333333,1293.595,0.645,1.24,148.79833333333332,0.0,0.0,0.0,0.0,0.0,9.548333333333334,21.0,1.0,1.0,0.0,-0.5141958041958042,-3.4599999999999995,4.58,86.4293006993007,8250.91,57.69867132867133,95.88097902097901,0.0,0.8433333333333333,-0.294999999999997,-0.7071067811865476,0.7071067811865474,0.49999999999999994,0.8660254037844387,2.5970208381466957,0.0
2020-01-01 22:00:00,1004.6133333333333,-3.3033333333333332,269.5,-4.051666666666667,94.51666666666667,4.785,4.52,0.26166666666666666,2.8033333333333332,4.5,1294.66,0.7833333333333333,1.6566666666666665,110.54166666666667,0.0,0.0,0.0,0.0,0.0,8.805,22.0,1.0,1.0,0.0,-0.5141958041958042,-3.4599999999999995,4.58,86.4293006993007,8250.91,57.69867132867133,95.88097902097901,0.0,0.7483333333333334,-0.34666666666669244,-0.5000000000000004,0.8660254037844384,0.49999999999999994,0.8660254037844387,1.9293160439753985,0.0
2020-01-01 23:00:00,1004.3649999999999,-3.203333333333333,269.62166666666667,-4.2299999999999995,92.56666666666666,4.821666666666666,4.461666666666667,0.36000000000000004,2.768333333333333,4.441666666666666,1293.885,0.4033333333333333,0.8033333333333333,211.6833333333333,0.0,0.0,0.0,0.0,0.0,8.1,23.0,1.0,1.0,0.0,-0.5141958041958042,-3.4599999999999995,4.58,86.4293006993007,8250.91,57.69867132867133,95.88097902097901,0.0,1.0266666666666666,-0.21499999999999395,-0.25881904510252157,0.9659258262890681,0.49999999999999994,0.8660254037844387,3.69457113826333,0.0
2020-01-02 00:00:00,1004.1033333333334,-3.7416666666666667,269.1016666666667,-4.943333333333333,91.31666666666666,4.628333333333333,4.226666666666667,0.4033333333333333,2.625,4.21,1296.2533333333333,0.465,0.7733333333333334,173.17999999999998,0.0,0.0,0.0,0.0,0.0,7.72,0.0,1.0,2.0,0.0,-1.0563194444444446,-5.78,6.47,80.20604166666666,9570.44,66.46138888888889,96.849375,0.0,1.2016666666666667,-0.19499999999999318,0.0,1.0,0.49999999999999994,0.8660254037844387,3.02256119860378,0.0
2020-01-02 01:00:00,1003.8249999999999,-4.3549999999999995,268.5083333333333,-5.423333333333333,92.21666666666665,4.418333333333334,4.073333333333333,0.34500000000000003,2.5283333333333333,4.058333333333334,1298.93,0.715,1.29,215.75,0.0,0.0,0.0,0.0,0.0,7.421666666666667,1.0,1.0,2.0,0.0,-1.0563194444444446,-5.78,6.47,80.20604166666666,9570.44,66.46138888888889,96.849375,0.0,1.0683333333333331,-0.24500000000000455,0.25881904510252074,0.9659258262890683,0.49999999999999994,0.8660254037844387,3.7655478611777657,0.0
2020-01-02 02:00:00,1003.6116666666667,-4.406666666666666,268.4766666666667,-5.601666666666667,91.3,4.405,4.0216666666666665,0.38166666666666665,2.4966666666666666,4.006666666666667,1298.9233333333334,0.84,1.51,171.78333333333333,0.0,0.0,0.0,0.0,0.0,7.126666666666666,2.0,1.0,2.0,0.0,-1.0563194444444446,-5.78,6.47,80.20604166666666,9570.44,66.46138888888889,96.849375,0.0,1.195,-0.18000000000000682,0.49999999999999994,0.8660254037844387,0.49999999999999994,0.8660254037844387,2.9981847667175923,0.0
2020-01-02 03:00:00,1003.1816666666667,-4.935,267.98333333333335,-6.076666666666667,91.63333333333333,4.2299999999999995,3.875,0.35333333333333333,2.4033333333333333,3.861666666666667,1300.9816666666666,0.5466666666666667,1.3933333333333333,139.15,0.0,0.0,0.0,0.0,0.0,7.995,3.0,1.0,2.0,0.0,-1.0563194444444446,-5.78,6.47,80.20604166666666,9570.44,66.46138888888889,96.849375,0.0,1.1416666666666666,-0.3666666666666553,0.7071067811865475,0.7071067811865476,0.49999999999999994,0.8660254037844387,2.42862565415011,0.0
2020-01-02 04:00:00,1003.195,-4.933333333333334,267.98499999999996,-6.2250000000000005,90.58333333333333,4.2316666666666665,3.8316666666666666,0.39999999999999997,2.3800000000000003,3.8200000000000003,1301.02,0.7666666666666666,1.3466666666666667,146.03833333333333,0.0,0.0,0.0,0.0,0.0,8.723333333333334,4.0,1.0,2.0,0.0,-1.0563194444444446,-5.78,6.47,80.20604166666666,9570.44,66.46138888888889,96.849375,0.0,1.2916666666666667,0.05666666666667197,0.8660254037844387,0.5000000000000001,0.49999999999999994,0.8660254037844387,2.548849750791652,0.0
2020-01-02 05:00:00,1002.6633333333333,-5.239999999999999,267.7183333333333,-6.791666666666667,88.75,4.131666666666667,3.6666666666666665,0.465,2.276666666666667,3.6566666666666667,1301.8983333333333,0.8666666666666667,1.58,164.75,0.0,0.0,0.0,0.0,0.0,7.453333333333333,5.0,1.0,2.0,0.0,-1.0563194444444446,-5.78,6.47,80.20604166666666,9570.44,66.46138888888889,96.849375,0.0,1.5516666666666665,-0.48166666666670227,0.9659258262890683,0.25881904510252074,0.49999999999999994,0.8660254037844387,2.875429942660658,0.0
2020-01-02 06:00:00,1002.5099999999999,-5.566666666666666,267.405,-6.868333333333333,90.43333333333334,4.031666666666667,3.643333333333333,0.3833333333333333,2.265,3.635,1303.2866666666666,0.48333333333333334,1.1533333333333333,133.96666666666667,0.0,0.0,0.0,0.0,0.0,8.94,6.0,1.0,2.0,0.0,-1.0563194444444446,-5.78,6.47,80.20604166666666,9570.44,66.46138888888889,96.849375,0.0,1.3016666666666665,-0.10499999999998029,1.0,6.123233995736766e-17,0.49999999999999994,0.8660254037844387,2.3381594212550705,0.0
2020-01-02 07:00:00,1002.3816666666667,-5.048333333333333,267.9316666666667,-6.765000000000001,87.64999999999999,4.193333333333333,3.6733333333333333,0.52,2.283333333333333,3.6649999999999996,1300.6016666666667,0.77,1.8283333333333334,103.72166666666665,0.0,0.0,0.0,0.0,0.0,7.890000000000001,7.0,1.0,2.0,0.0,-1.0563194444444446,-5.78,6.47,80.20604166666666,9570.44,66.46138888888889,96.849375,0.0,1.7166666666666668,-0.10833333333332955,0.9659258262890683,-0.25881904510252063,0.49999999999999994,0.8660254037844387,1.8102845889893853,0.0
2020-01-02 08:00:00,1002.2916666666666,-5.163333333333333,267.82,-6.855,87.81666666666666,4.16,3.651666666666667,0.51,2.268333333333333,3.641666666666667,1301.05,0.7200000000000001,1.5899999999999999,138.57833333333335,0.0,0.0,23.373333333333335,20.786666666666665,26.61,9.020000000000001,8.0,1.0,2.0,0.0,-1.0563194444444446,-5.78,6.47,80.20604166666666,9570.44,66.46138888888889,96.849375,0.0,1.6916666666666664,-0.08499999999999848,0.8660254037844387,-0.49999999999999983,0.49999999999999994,0.8660254037844387,2.4186481885928752,0.0
2020-01-02 09:00:00,1002.1150000000001,-4.336666666666667,268.66,-6.656666666666666,83.73333333333333,4.426666666666667,3.706666666666667,0.7233333333333333,2.3033333333333332,3.6966666666666668,1296.7933333333333,0.945,2.091666666666667,147.95,0.0,0.0,142.01833333333335,157.11166666666668,172.78,8.588333333333333,9.0,1.0,2.0,0.0,-1.0563194444444446,-5.78,6.47,80.20604166666666,9570.44,66.46138888888889,96.849375,0.0,2.3200000000000003,-0.14500000000000077,0.7071067811865476,-0.7071067811865475,0.49999999999999994,0.8660254037844387,2.58221462832561,0.0
2020-01-02 10:00:00,1001.6066666666666,-3.1950000000000003,269.8433333333333,-5.878333333333334,81.61666666666666,4.831666666666667,3.935,0.895,2.4466666666666668,3.9283333333333332,1290.5533333333333,1.0066666666666666,1.8983333333333334,174.5,0.0,0.0,311.1333333333334,342.69666666666666,356.75666666666666,9.540000000000001,10.0,1.0,2.0,0.0,-1.0563194444444446,-5.78,6.47,80.20604166666666,9570.44,66.46138888888889,96.849375,0.0,2.6833333333333336,-0.4450000000000121,0.49999999999999994,-0.8660254037844387,0.49999999999999994,0.8660254037844387,3.045599544730105,0.0
2020-01-02 11:00:00,1001.1916666666666,-0.5016666666666667,272.56333333333333,-5.071666666666666,71.11833333333334,5.890000000000001,4.1866666666666665,1.7083333333333333,2.6033333333333335,4.178333333333334,1277.1583333333333,0.9666666666666667,2.415,185.63333333333333,0.0,0.0,379.4766666666667,461.195,467.62999999999994,11.268333333333333,11.0,1.0,2.0,0.0,-1.0563194444444446,-5.78,6.47,80.20604166666666,9570.44,66.46138888888889,96.849375,0.0,4.569999999999999,-0.3333333333333333,0.258819045102521,-0.9659258262890682,0.49999999999999994,0.8660254037844387,3.239912868118807,0.0
